ID,businessname,legalowner,LicenseFK
4560,Event Network,NEW ENGLAND AQUARIUM,4560
4561,EVERY LITTLE THING,STEPHEN DO,4561
4562,Everybody Fights,JAMESTOWN ONE FEDERAL LP,4562
4563,EXCLUSIVE STYLE W. INDIAN/AMER,CLAUDETTE BARRETT & WINN,4563
4564,EXHALE MIND BODY SPA,EXHALE ENTERPRISES/ROBERT MACDONALD,4564
4565,Exodus Bagels,  ,4565
4566,Exotic Grille & Sushi,  ,4566
4567,Exotic Sushi & Tapas,SUMMER HIGH REALTY VENTURES,4567
4568,EXPLORE BOSTON,CITY OF BOSTON,4568
4569,Express Cafe  Inc.,GARVIN ROGER,4569
4570,EXPRESS DEPOT,MASSACHUSETTS BAY,4570
4571,Express Pizzeria,,4571
4572,F&C La Gran Esquina,ROSAS CARLOS RICHARD,4572
4573,F. M. MARKET,,4573
4574,FAIR FOODS  INC.,,4574
4575,FALAFEL AND COUS COUS,,4575
4576,Fallas,,4576
4577,FAMILY AFFAIR CATERING INC.,FREEMAN  JR./Roxbury Community College,4577
4578,Family Dollar No.  3233,FAMILY DOLLAR STORES OF M ASSACHUSETTS,4578
4579,Family Dollar Store No.  6607,FAMILY DOLLAR STORES #660 7,4579
4580,Family Dollar Store No.  7802,FIELDS STATION REALTY,4580
4581,Family Dollar Stores of MA No. 2392,,4581
4582,FAMILY KITCHEN,SILAS GALDAMEZ,4582
4583,Family Produce Market,ALFARO RONY D,4583
4584,FAMILY SUPER MARKET,MELVIN D. VASQUEZ  PRES.,4584
4585,Famous Famiglia,,4585
4586,Famous Famiglia Pizza,,4586
4587,Fan Boy,,4587
4588,Fan Fan Bakery,  ,4588
4589,Fan Fan Bakery Restaurant,DAVID GERARD,4589
4590,Farafina Food Market,GRUPEE VICTORIA,4590
4591,Farmer Horse Coffee,  ,4591
4592,Farmers Market Dudley Town Commons,,4592
4593,FARRAGUT HOUSE,EIGHT-23 EAST SIXTH ST  LLC,4593
4594,FAST EDDIE'S,SHAN SHAH ALI,4594
4595,Fastachi,GILLETTE CAFETERIA EDWARD C. COLEMAN,4595
4596,FATHER & SON,KIM,4596
4597,Fazenda Cafe,WEST RONALD K TS,4597
4598,Federal Street Health & Fitness,B E REALTY LIMITED PARTNERSH,4598
4599,FEDERAL WINE & SPIRITS,,4599
4600,FedEx Office,FOUR 41 STUART ST ASSOC LLC,4600
4601,Fei Fan Caffe,BEACH STREET MANAGEMENT INC,4601
4602,Felicity Sweets,FRANTZIS STAVROS,4602
4603,Felix Pizzzeria,UNION SQ. CONDO. TRUST MEDIATE MGMT.,4603
4604,Fellowship African Market,,4604
4605,FELT,BELDEKAS CONSTANTINOS,4605
4606,FENWAY ASIAN CAFE,HUANG FRANKIE S.,4606
4607,Fenway Cantina,HOFFMAN BARRY D TRST,4607
4608,FENWAY EXXON,,4608
4609,Fenway Food Truck,  ,4609
4610,FENWAY MOBIL SERVICE  INC.,,4610
4611,FENWAY PARK H.M.S. INC.,JACK LYONS  MANAGER,4611
4612,FERNANDEZ BROTHER GROCERY,CESAR FERNANDEZ,4612
4613,Fernandez Brothers Liquors,,4613
4614,FERNANDEZ COUSIN,PABLO A. FERNANDEZ,4614
4615,FERNANDEZ COUSINS No. 2,,4615
4616,Fernandez Liquor IV,HUY NGUYEN HANCOCK LIQUOR MART,4616
4617,Fernandez Liquors,ROSA,4617
4618,FERRARA'S KITCHEN & BAR,,4618
4619,Fia's Gifts And Treats,,4619
4620,Fidelity Cafe,BDC SUMMER ST 121A LP,4620
4621,Fidelity Coffee Bar,BDC SUMMER ST 121A LP,4621
4622,FIELDS CORNER BAKERY,AN H. DUONG,4622
4623,Fields Corner Cafe,,4623
4624,Fields Corner Store Corp.,NGUYEN,4624
4625,Fields Station Liquors,FIELDS STATION REALTY,4625
4626,Fiesta Market,GARCIA JOSUE,4626
4627,Fig & Kindle,HOSKIN,4627
4628,Figueroa Enterprises,FIGUEROA ENTERPRISES INC,4628
4629,Figueroa Mini Market Inc.,QUANDERY NAZRUL I,4629
4630,FILENE'S BASEMENT INC.,ADCOR REALTY CORP,4630
4631,Filene's Basement No.  55200,FIVE-01 BOYLSTON ST CONDO TR,4631
4632,Fillbellys,,4632
4633,Finagle A Bagel,,4633
4634,FINALE (ROOM FOR DESSERT LLC),,4634
4635,FINGERTIP CONVENIENCE  INC.,ROBERT C. CRAIG  CHIEF OP . OFFICER,4635
4636,Finish Line Cafe,STERLING SUFFOLK RACECOURSE,4636
4637,FIRE & ICE,RUGGERI FRANCESCO,4637
4638,Firehouse Subs,HERITAGE COMMONWEALTH CORP,4638
4639,FIRST BITE CAFE,KARIM FAZAL,4639
4640,First Bite Pizza and Grill,KARIM FAZAL,4640
4641,First Choice Market,ROBINSON LAWRENCE J SR,4641
4642,FIRST RATE CREAM-O-MART,FRANCIS MICHAEL,4642
4643,FISH PIER RESTAURANT,MARGIOTTA STEPHEN,4643
4644,Fish Pier Sandwich,,4644
4645,Fish-N-Thingz,,4645
4646,Fisique,  ,4646
4647,FISKIE'S,,4647
4648,Fiskie's Cafe,,4648
4649,Fitness Etcetera,,4649
4650,Fitworx,  ,4650
4651,Five Guys Burgers & Fries,,4651
4652,FIVE NORTH SQAURE INC,D'AMELIO,4652
4653,FIVE STAR PIZZA,,4653
4654,Five Star Pizza & Grill,SIX10-630 GALLIVAN BLVD LLC,4654
4655,Five Stars Liquor,,4655
4656,Five Way Foods,,4656
4657,Flamepoeria,DINEEN JOHN K TS,4657
4658,FLAMERS CHARBROILED,GILLETTE CAFETERIA EDWARD C. COLEMAN,4658
4659,FLASH'S,HARRINGTON ELAINE,4659
4660,Flat Black Coffee,LEGAL SEA FOODS  INC.RISK /BENEFITS,4660
4661,Flat Black Coffee Company,,4661
4662,FLAT IRON RESTAURANT AT BULFINCH HOTEL,  ,4662
4663,Flik International @ Air France,,4663
4664,Flik International @ Bain Capital,BP 111 HUNTINGTON AV LESSEE,4664
4665,Flik International @ Hearts On Fire,GLB SUMMER I LLC,4665
4666,FLIK INTERNATIONAL @MERCK & CO,,4666
4667,Flik International Kiosk No. 3@Fidelity Investments,BDC SUMMER ST 121A LP,4667
4668,Flik@Fidelity Investments,BDC SUMMER ST 121A LP,4668
4669,Floating Hospital Gift Shop,NEW ENGLAND MEDICAL CENTER,4669
4670,Floramo's Deli of Course,WALLS VINCENT TS,4670
4671,Flywheel Sports Inc.,GILLETTE CAFETERIA EDWARD C. COLEMAN,4671
4672,FOCUS FITNESS,,4672
4673,FOERSTER'S MKT,FOERSTERS MARKET INC,4673
4674,FOLEY SENIOR RESIDENCES,TRINITY FOLEY LP,4674
4675,Food For Thought @ Sackler Library,ANDREW KORN  PRES.,4675
4676,Food For Thought Dining,DHARMA GROUP INC.,4676
4677,Food Lakay,,4677
4678,Food Truck Nation L L C,,4678
4679,Food Truck Nation L L C No.  2,,4679
4680,FoodCares Boston,,4680
4681,Foodmaster Super Markets,,4681
4682,Foodmaster Super Markets Inc.,,4682
4683,Forest Hills Fine Wine,THANH T. NGUYEN,4683
4684,FOREST HILLS LIQUOR MARKET,IRENE EILEEN JAYEUX  PRES .,4684
4685,Forest Hills Mart,MCCLURE JAMES G,4685
4686,FOREST HILLS PIZZA,,4686
4687,FOREST MARKET,THANH T. NGUYEN,4687
4688,Fort Hill Jerk Chicken,BOSTON BAY,4688
4689,Fortune Market,SIK FAN CHOY WONG,4689
4690,Forum,SEVEN 55 BOYLSTON LLC,4690
4691,Four Brothers Market,KEHAYIAS CHERYL TS,4691
4692,Four Burgers,LEVIN HENRY H,4692
4693,Four Green Fields,ONE BOSTON PLACE LLC,4693
4694,FRANCESCA'S EXPRESSO BAR,,4694
4695,Francisco's Cafe El Original,GEORGE LEVI,4695
4696,FRANCO'S PLACE,,4696
4697,Frank Anthony's Marina Cafe,,4697
4698,Franklin - Dot Ave.,,4698
4699,FRANKLIN PARK GOLF COURSE,,4699
4700,Franklin Park Snack Bar,  ,4700
4701,FRANKLIN'S LIQUORS & MARKET,LORENZO MERCADO,4701
4702,Freddy's Pastelitos Restaurant,LUDVIGSEN JOHN F,4702
4703,Freeport Street Cafeteria,  ,4703
4704,French Press Coffee,CLARA CHAN  V.P.,4704
4705,Fresh & Tasty Popcorn@Airport MBTA Station,,4705
4706,Fresh Catch To Go,VELONIAS PLATON G,4706
4707,FRESH CHEESE,,4707
4708,FRESH CITY DELI,DELTA AIRLINES  ATTN: BAR BARA GOSLIN,4708
4709,FRESH CITY/BLUE CROSS KIOSK,TSI/BOSTON SPORTS CLUB,4709
4710,Fresh Fit Cafe,,4710
4711,Fresh Fruit Bouquet Company,EIGHTEEN TREMONT HOLDINGS,4711
4712,Fresh Mango,DRUKER BETRAM A TRSTS,4712
4713,Fresh Truck,,4713
4714,Freshii,,4714
4715,Freshii  Back Bay,FOUR 41 STUART ST ASSOC LLC,4715
4716,Friend Street Cafe,MCGANN THOMAS G,4716
4717,Friendly Market,,4717
4718,FRIENDLY'S ICE CREAM CORP.,KARP STEPHEN R TRSTS,4718
4719,Friends' Corner Gift Shop,,4719
4720,FRITAY RESTAURANT,SUZE AUGUSTE,4720
4721,Friturilandia & Grill,SPORTSMEN'S TENNIS CLUB,4721
4722,Frost Ice Bar,TWO-HUNDRED STATE ST CONDO,4722
4723,FROSTIE VILLAGE,KELLEY,4723
4724,Frozen Hoagies,,4724
4725,Fro-zen-yo,HISTORIC BOSTON INC,4725
4726,FRUGAL MCDOOGAL'S,ROMANOW,4726
4727,Fruitata Inc.,GILLETTE CAFETERIA EDWARD C. COLEMAN,4727
4728,Fruitee Yogurt,,4728
4729,Fruits of Blessing @ Dudley St.,,4729
4730,Fruity 'N Fresh,TARANTINO TEODORO,4730
4731,Fuddruckers (Space 7),DELTA AIRLINES  ATTN: BAR BARA GOSLIN,4731
4732,Fudge Is Love (Post Security/Gate 29),,4732
4733,Fuel America,,4733
4734,Fuentes Market & Liquor Store,FUENTES MIGUEL A TS,4734
4735,FUGU FOODS,,4735
4736,FULLER'S MARKET,KIM BOK SIK,4736
4737,Future Chefs,  ,4737
4738,Fuyami,WON CHUL LEE,4738
4739,FYE No. 7,LEVY MORRIS TRST,4739
4740,G & R VARIETY STORE,,4740
4741,G N C No.  818,O'GANESON ANNA S.,4741
4742,Gadgets,,4742
4743,GAME-ON,DELTA AIRLINES  ATTN: BAR BARA GOSLIN,4743
4744,Gap No. 2233,U I D C OF MASS INC,4744
4745,GARDEN HALLS DORMS,ARA SERVICES,4745
4746,GARDEN LIQUORS,,4746
4747,GARDEN OF EDEN,,4747
4748,Garifuna Cafe,,4748
4749,Gary Drug Co.,,4749
4750,GARY'S LIQUORS,PARK,4750
4751,GATE OF HEAVEN SCHOOL,,4751
4752,Gateway News,OMNI ORTIZ,4752
4753,Gateway Newsstand,,4753
4754,Gateway Newstands,CALIFORNIA PIZZA KITCHEN C/O LICENSING DIV.,4754
4755,GATEWAY STATIONER'S INC.,MCELANEY,4755
4756,Gather Brew,,4756
4757,Geido Sushi,PETER LUU  PRES.,4757
4758,General Nutrition Center No.  2269,,4758
4759,General Nutrition Center No.  2945,,4759
4760,GENERAL NUTRITION CENTER No. 1824,CAPITAL CROSSING BANK,4760
4761,GENERAL NUTRITION CENTER No. 2941,LOFT 43 CONCOMINIUM TRUST,4761
4762,GENERAL NUTRITION CENTER No. 3096,THREE 33 WASHINGTON ST,4762
4763,GENERAL NUTRITION CENTER No. 6324,CRABTREE & EVELYN LTD.,4763
4764,Geneva News,  ,4764
4765,Gennaro 5 North Square,D'AMELIO GEORGE K,4765
4766,GENTILEZA MARKET,,4766
4767,Geoffrey's Cafe,,4767
4768,George Wright Golf Course,CITY OF BOSTON,4768
4769,GERARD'S SANDWICH SHOP,ADOMUNES GERALD F.,4769
4770,Get Your Irish On,,4770
4771,Ghazal Fine Indian Cuisine,IANTOSCA PAUL J,4771
4772,Ghazal Fine Indian Cusine,,4772
4773,Ghirardelli My Pleasure Square Sampling,,4773
4774,GIACOMO'S,STEPHEN JUDGE,4774
4775,Giant Liquors of Roxbury,DANIELS RICHARD A,4775
4776,Gibbs Gas Station,MANAL LLC,4776
4777,Gift Shop/Brigham & Women's,AU BON PAIN CO  INC. #508 (LAURA),4777
4778,Giga's Pizza Inc.,,4778
4779,Gigi Gelateria,MARTIGNETTI CARL,4779
4780,Gigi Liquors,BARROS MARIA C TS,4780
4781,GIGI'S PALACE,,4781
4782,Gillette Cafeteria,GILLETTE CAFETERIA EDWARD C. COLEMAN,4782
4783,Ginger Park,PSB INVESTMENTS LLC,4783
4784,Gitlo's Dim Sum & Bakery,DERRICK HOANG VU,4784
4785,GLENVILLE MARKET,PANG,4785
4786,Glenway Market,  ,4786
4787,GLOBE BAR & CAFE,COMMUNITY CHURCH OF BOSTON,4787
4788,Gloria Food Store,RUSSO ALBERT A IMPORTS,4788
4789,GNC,  ,4789
4790,Godiva Choclatier,,4790
4791,Gogi on The Block,,4791
4792,Going My Way Cafe & Catering,AMATO HAROLD ETAL,4792
4793,Golden Bowl,,4793
4794,Golden Delight Restaurant,KATSIKARIS GEORGE P,4794
4795,Golden House,,4795
4796,GOLDEN HOUSE RESTAURANT,PORTELEKI JOSEPH JR,4796
4797,GOLDS GYM,JAMES MOSES,4797
4798,Gold's Gym,,4798
4799,GOLD'S GYM (RETAIL),SOUTH BOSTON FITNESS  INC,4799
4800,Gonza Meat Market,,4800
4801,Gonzalez Market,REGIS GONZALEZ,4801
4802,Goodbar,KHEDERIAN ROBERT P TS,4802
4803,Goodies Mini Mart,KILROY WILLIAM P   TS,4803
4804,GOODY GLOVERS,RUGGERIO JOSEPH S,4804
4805,GOURMET BEAN/FAULKNER HOSP.,LANGILL SUSAN,4805
4806,Gourmet Eatery,,4806
4807,GOURMET INDIA,,4807
4808,Gourmet On The Fly,,4808
4809,Gourmet On the Fly Market & Grill,,4809
4810,Government Center Snacks,,4810
4811,Government Ctr. Farmer's Market,,4811
4812,Grace Dollar Store,AMINPOUR AMIR,4812
4813,Grain and Salt,SHERMAN LEONARD S TS,4813
4814,Gran Cafe Spanish Amer. Restaurant,,4814
4815,GRAND CHAU CHOW RESTAURANT,YEE WILLIAM,4815
4816,Grandes LIgas Restaurant Inc.,SILVERMAN DAVID,4816
4817,Grass Fed,ZABALA JENNY I.,4817
4818,Grass Fed Forest Hills,FRASER WILLIAM C TS,4818
4819,Grass Roots Deli,,4819
4820,GREAT BAY RESTAURANT,THE TRUSTEES OF BOSTON/LU,4820
4821,GREAT CHEF ORIENT HEIGHTS,MUI ANGUS K,4821
4822,Great Meadow Farm LLC,,4822
4823,Great Neck Health Food Inc.,  ,4823
4824,Great Sushi Express,P & C COMPANY: TONG'S FAS T FOOD,4824
4825,GREAT WALL RESTAURANT,,4825
4826,GRECIAN YEARNING,KATSARIKAS,4826
4827,Greek Festival I I L.L.C,SAURO JAMES D TS,4827
4828,Greek Isles Restaurant,HUANG FRANKIE S.,4828
4829,Green Bean Mobile Cafe,,4829
4830,Green Cross Pharmacy,GIANGREGORIO JOSEPH ETAL,4830
4831,GREEN FIELD CHURRASCARIA,YOUNG DAE KIM/STEVEN,4831
4832,Green House Cafe,LEANOUSH & KARPIS KOSTIKI AN,4832
4833,GREENHOUSE CAFE,LEANOUSH & KARPIS KOSTIKI AN,4833
4834,Greenhouse Restaurant,BERSHAD BROTHERS LLC,4834
4835,Greenleaf's Grille,,4835
4836,Greenway Market - Mini Pops,,4836
4837,Greenway Market - Soluna Garden,,4837
4838,Greenway Market - Something,,4838
4839,Greenway Market - Sprouts,,4839
4840,Greenway Market - When Pigs Fly,,4840
4841,Greenway Market - Yummy Mummy,,4841
4842,Greenway Market/Golden Rule Honey,,4842
4843,Grezzo Restaurant,TRAINOR STEVEN R TS,4843
4844,GRIDDLER'S BURGERS & DOGS,,4844
4845,Grill Station,PRITI RANA,4845
4846,Grilled Cheese Nation @ Greenway,,4846
4847,Griyo Lakay Restaurant,  ,4847
4848,Ground Round,CROSSTOWN CENTER HOTEL ,4848
4849,Grove Hall Pizza,,4849
4850,GROVER VARIETY,,4850
4851,GRUB,IQBAL KHAN KWIK - E,4851
4852,Gryo Lakay,SUZE AUGUSTE,4852
4853,Guadalajara,SAPONE AUGUSTO,4853
4854,Guckenheimer Enterprises @ B.R.E. Concourse Coffee Kiosk,ONE HUNDRED & 200 CLARENDON,4854
4855,Guru The Caterer,,4855
4856,G'VANNIS RESTAURANT,KARLL DARIA B,4856
4857,Gyro and Kebab House,,4857
4858,Gyro City,  ,4858
4859,H & S News,SILMI HAMDANE,4859
4860,H3,NORTHEASTERN UNIVERSITY,4860
4861,Habanero Salvadorian & Mexican Grill,KARAKITSOS,4861
4862,Habitat for Humanity Restore,MIERS DIANE M,4862
4863,Hafun Cafe,SARGENT PRINCE LP,4863
4864,Haina Market Inc.,LABRANCHE ARNEL,4864
4865,HAINAN SUN,CCBA TAI TUNG MNGMNT INC,4865
4866,Halal Indian Cuisine,BOESEN DONALD TRSTS,4866
4867,Hallway Party Central Inc.,LEON VICTOR J TS,4867
4868,Hamdi Market,FOURTEEN 33 TREMONT ST,4868
4869,HAMERSLEY'S BISTRO,,4869
4870,Hana Market,HILLIARD DARRYL TS,4870
4871,HANCOCK LIQUOR MART,HUY NGUYEN HANCOCK LIQUOR MART,4871
4872,Hancock Market,,4872
4873,Hancock Pizzeria,NGUYEN HUY TS,4873
4874,Hanover News,DICENSO EDWARD F,4874
4875,Hansel & Gretel Gingerbread,,4875
4876,Happy Dollar,KIM BYUNG C TS,4876
4877,Happy Garden,,4877
4878,HAPPY LIQUORS,,4878
4879,Happy Owl Cafe,  ,4879
4880,Happy Speedy,  ,4880
4881,HAPPY SUPERETTE,,4881
4882,HARBOR CAFE,LEGAL SEA FOODS  INC.RISK /BENEFITS,4882
4883,HARBOR CRUISES(BAY STATE),,4883
4884,HARBOR PACIFIC,,4884
4885,Harbor Point Food Mart,TWIN BROTHERS CO.,4885
4886,Harbor Point Liquors,BARRY,4886
4887,Harbor Walk Cafe,,4887
4888,Harborlight Cookie Company  Inc.,,4888
4889,Harborside Cafe,BETTANO TERRI,4889
4890,Harborside Gifts,  ,4890
4891,HARBORSIDE INN GUESTHOUSE,HAGOPIAN NUBAR TS,4891
4892,HARBORWALK CAFE ON TUDOR WHARF,RESIDENCE INN-BOS. HARBOR,4892
4893,HARD ROCK CAFE,JOHN HANCOCK MUTUAL LIFE INS,4893
4894,Harlow's Vermont Farmstand,,4894
4895,HARPER'S FERRY,CHARLES ABEL-,4895
4896,HARRISON DELI,DHANRAJ HARRY,4896
4897,Harrison Diner,,4897
4898,HARRY O'S,CATHERINE BAHAM-XESTERNOS PRESIDENT,4898
4899,HART LIQUORS INC.,RUSS HART,4899
4900,Haru,,4900
4901,HARVARD AVE DONUTS LLC,HARVARD AVE DONUTS LLC,4901
4902,Harvard Business School Interim Dining,,4902
4903,HARVARD BUSINESS SCHOOL/KRESGE,SOLDIERS FIELD PARK,4903
4904,HARVARD COOP/BUSINESS SCHOOL,BARNES & NOBLE BOOKSTORE/,4904
4905,Harvard Medical Coop,HARVARD COOPERATIVE SOC.,4905
4906,Harvest Cooperative Supermarket,RUSK DEAN TS,4906
4907,HAU GIANE,HA T. MA,4907
4908,Haymarket Fish & Meat,CONCORD ASSOCIATES LP,4908
4909,HAYMARKET INTERNATIONAL FOOD,CONCORD ASSOCIATES LP,4909
4910,Hazel's Coffee Shop(MBTA Gov't. Ctr.),,4910
4911,HEALTHWORKS FITNESS CENTER,STARBUCKS COFFEE CO. #822,4911
4912,HEAVENLY NEWSSTAND,STANNA CORP,4912
4913,Heavenly Taste,,4913
4914,HEI LA MOON,CHIN LAURA J.,4914
4915,HELLAS VIDEO EXPRESS,,4915
4916,HEMENWAY VARIETY,PACHWORK INC.,4916
4917,Henz Convenience Store LLC,OLTI GJURA,4917
4918,Hi Lo Market,KNAPP JOHN TRST,4918
4919,Hi Timez Convenience & Smoke Shop,HAMILTON HARDWARE,4919
4920,HIDYAN CAFE,TUTUNJIAN NANCY,4920
4921,Hidyan Mediterranean Grill,,4921
4922,HI-FI PIZZA,PRODROMOS HATZISTEFANOU,4922
4923,HIGH SPOT DELI,,4923
4924,HIGH STREET GRILLE,,4924
4925,Hillside Market,DIOSTENES R. MEDINA  PRE SIDENT,4925
4926,HILLSIDE MARKET INC.,DIOSTENES R. MEDINA  PRE SIDENT,4926
4927,HILLSTONE RESTAURANT,ACME-PREMIER REALTY CORP,4927
4928,Hilton Boston Financial District-Gift Shop,W-BOSTON LLC,4928
4929,Hispana Market,YAQOOB MUHAMMAD,4929
4930,Hissho Sushi,ALTSCHULER JOSHUA Z,4930
4931,Hissho Sushi @Roche Bros.,ROCHE BROS. SUPERMARKETS  INC.,4931
4932,Ho Jo Shell,AZIZIAN CHRISTOPHER,4932
4933,Holiday Gift Center,,4933
4934,HOLIDAY INN (FOOD SERVICE),AIRPORT HOTEL LIMITED PAR,4934
4935,HOLIDAY INN (RETAIL FOOD),AIRPORT HOTEL LIMITED PAR,4935
4936,Holiday Inn Express,,4936
4937,Holiday Inn Express-Boston Garden,,4937
4938,Hollywood Liquors I I,JOHN DAVIS,4938
4939,HOLLYWOOD VIDEO,HOLLYWOOD ENTERTAINMENT DELOITTE TAX LLP,4939
4940,HOLLYWOOD VIDEO No. 021-115,HOLLYWOOD ENT. C/O DELOIT TE TAX LLP,4940
4941,HOLLYWOOD VIDEO No. 021-122,HOLLYWOOD MGT. CORP.  AME,4941
4942,HOLLYWOOD VIDEO No. 021-125,HOLLYWOOD VIDEO/DELOITTE TAX LLP,4942
4943,Home Goods No.  529,TOBIN ROBERT G TS,4943
4944,Home Goods No.  717,FIELDS STATION REALTY,4944
4945,Honey Dew Donuts,,4945
4946,HONEY ROASTERS NUTS,,4946
4947,Hong Kong Cafe,,4947
4948,HONG KONG CHEF,PAUL HON YAN,4948
4949,Hong Kong Eatery,JOHNNY CHU,4949
4950,Hong Kong Harbor,TANG  PRES,4950
4951,Hong Kong Harbour,HONG KONG HARBOR INC,4951
4952,HOOTER'S,,4952
4953,HOPE HOUSE,HOPE HOUSE INC,4953
4954,Hoshi Japanese Restaurant,BECKERLY AIDA,4954
4955,Host-Bella Boston,,4955
4956,Host-Boston Cafe (1),,4956
4957,Host-Boston Cafe (2),,4957
4958,Host-Boston Deli,,4958
4959,Host-Killings Pub,,4959
4960,Host-Pizza Hut (AA),,4960
4961,Host-Sam Adams Brew House,,4961
4962,Host-Sam Adams Pier B,,4962
4963,Host-Starbucks (PIER B),,4963
4964,Host-Starbucks Food Court,,4964
4965,Host-Wolfgang Puck Kiosk,,4965
4966,HOT OFF THE PRESS CAFE/BAKERY,CHAD HART,4966
4967,Hot Tomatoes,  ,4967
4968,House of Mother Nature,EGDAHL DAVID H TS,4968
4969,Howard Johnsons Motor Lodge,PURO MICHAEL TS,4969
4970,HOY HING RESTAURANT,PAN ZI HUI,4970
4971,Hsin Hsin,TUEN-NG AU,4971
4972,Hudson  No. 2018 Term B FoodCourt,,4972
4973,Hudson Booksellers,,4973
4974,Hudson Booksellers No. 1033,,4974
4975,Hudson News - Gate 40,,4975
4976,Hudson News (2) K-3,,4976
4977,Hudson News (3) K-7,,4977
4978,Hudson News (4),,4978
4979,Hudson News (5) K-9,,4979
4980,Hudson News C-2,,4980
4981,Hudson News D-2,,4981
4982,Hudson News D-3,,4982
4983,Hudson News Discover NE Pier C,,4983
4984,Hudson News No. 1068,,4984
4985,Hudson News No. 609,,4985
4986,Hudson News No. 674,,4986
4987,Hudson News No. 675,,4987
4988,Hudson News No. 68,,4988
4989,Hudson News No. 7,,4989
4990,Hudson News Trmnl B Upper,,4990
4991,Hudson News/U.S. Air No.  3,,4991
4992,Hudson News-Airtran Kiosk,,4992
4993,Hudson No. 1894,,4993
4994,Hudson No. 1926,,4994
4995,Hudson No. 1927,,4995
4996,Hulun Beir,GENBRIDGE LLC,4996
4997,Hungry Traveler,  ,4997
4998,Huntington Pizza and Cafe,,4998
4999,HURLEY CAFE,,4999
5000,Hurley Liquors,,5000
5001,Hyde Park House of Pizza,,5001
5002,HYDE PARK MARKET,ARRIAGA JUAN & MARIA,5002
5003,HYDE PARK PUB,ANDREW HOLMES,5003
5004,HYPE MAN (theatrical performances),  ,5004
5005,I J Convenience Variety Store,FATIMA SHERIF,5005
5006,I Liquor,ORIOLA ASSOCIATES LPS,5006
5007,I PARTY,SAL PERISANO  CEO,5007
5008,I Party No.  505,DRUKER RONALD M TS,5008
5009,I Party No.  69,E&A NORTHEAST LP,5009
5010,I Party No.  70,DRUKER RONALD M TS,5010
5011,I Party No. 38,STAPLES  ATTN: NANCY WHIT,5011
5012,i Scream Works,,5012
5013,Ibraheem's South Station Fruit Stand,,5013
5014,Icarus On Appleton,SHOOK THOMAS R,5014
5015,ICE CREAM SMITH,MABEL,5015
5016,IDA'S RESTAURANT,BRUNO PAUL ETAL,5016
5017,IKURA,SAYEH MOULDI,5017
5018,IL GIARDINO CAFE,CERONE,5018
5019,IL MONDO,ELIAS PAPADOPOULOS  PRES.,5019
5020,Il Mondo Pizza,MANSOUR MOUSSAVI  PRES.,5020
5021,IL PANINO EXPRESS,,5021
5022,Ilmonto Pizza,,5022
5023,IMPERIAL KITCHEN INC.,SO RAYMOND,5023
5024,IMPERIAL PIZZA,WARREN HALL TRUST MASS LTD,5024
5025,Imperial Restaurant,LEUNG ALBERT,5025
5026,In and Out Restaurant,,5026
5027,In Boston,TENAGLIA RALPH,5027
5028,In House Cafe,,5028
5029,In Season LLC,,5029
5030,InBoston,DAVOS X YIANNIS TS,5030
5031,INDIA SAMRAAT,STROSCIO ANTHONY J TRSTS,5031
5032,INDIAN DHABA,PRITI RANA,5032
5033,Indian Entree's,MCCOY RICHARD,5033
5034,Indian Ocean Grocery & Halal,,5034
5035,INFUSION TEA SPA,WEN YEU FENG  PRES.,5035
5036,Infusions Tea Spa,ONE 08-120 BRIGHTON AV LLC,5036
5037,Institute Of Contemporary Art/Water Cafe,,5037
5038,INTERMISSION TAVERN,PRESET LLC,5038
5039,Internal Matter,THIRTY-5 CHANNEL CTR CONDO,5039
5040,International News & Tobacco,CITY OF BOSTON,5040
5041,INTERNATIONAL RESTAURANT,,5041
5042,INTERNATIONAL RESTAURANT & PUB,SUMMER HIGH REALTY VENTURES,5042
5043,International Shoppes,,5043
5044,International Shoppes TRMNL B(Space BA314),,5044
5045,International Shoppes TRMNL B(Space BBL05),,5045
5046,International Shoppes TRMNL E (Space AR06),,5046
5047,INTERNATIONAL SUBMARINE-PIZZA,MOHAMED NABAT,5047
5048,INTERSEMINARIAN-PROJECT PLACE,INTERSEMINARIAN-PROJECT,5048
5049,Intown News (M B T A Downstairs),,5049
5050,Invi Restaurant,,5050
5051,IPIZZA AND GRILL,,5051
5052,Iraola Convience Store,,5052
5053,IRIE Restaurant/Wings & Things,SONIA SATCHELL/DONNA DAVI S,5053
5054,IRON MOUNTAIN,ARAMARK,5054
5055,Isabelle's Curly Cakes,  ,5055
5056,Island Creek Oysters,AOTANI KAZU,5056
5057,Island Hopper,EVANS FU  PRES.,5057
5058,ISLAND PRIDE RESTAURANT,NORMAN WILLIAMS,5058
5059,ITACOL COMM. & MULTISERVICES,LEON STEPHEN J TS,5059
5060,ITALIAN CAFE,,5060
5061,Ivy Cafe,  ,5061
5062,IVY RESTAURANT,ROSEMARY LUCAS,5062
5063,J & B VARIETY,LYNCH ROBERT,5063
5064,J & J CONVENIENCE STORE,SHOREACRES LP,5064
5065,J & J DISCOUNT MINI MART,,5065
5066,J & J GOURMET,,5066
5067,J & J Jamaican Restaurant,,5067
5068,J & M Convenience Store,UNION SQUARE CONDOMINIUM TR,5068
5069,J & M DOLLAR DISCOUNT,,5069
5070,J & M Liquors,VALDERRAMA,5070
